psraid,state,density,cregion,usr,q1,q2,q3,q5,q7a,q7b,q7c,q7d,q9,q10,q15a,q15b,q15c,q15d,q15e,q16a,q16b,q16c,q16d,q16e,q20,q21,q22,q23,q24,q24oe_1,q24oe_2,q24oe_3,q25,q26,q27,q33,q34,q40,q46m1,q46m2,q47m1,q47m2,q47m3,q47m4,q47m5,q47m6,q47m7,q48,q49,q50,q51,q52,q55,q55af1,q55bf1,q55cf1,q55df1,q55ff2,q55gf2,q55hf2,q55if2,q58a,q58b,q61f1,q63f2,q64,q66,party,partyln,q68,q69,q70,q71a,q71b,q71c,q71d,q71e,q71f,q71g,q73,q74,q74a,q74a_OE1,q74a_OE2,q74a_OE3,q75,q76,q77,q78,q79a,q79b,q79c,q79d,q79e,sex,age,educ2,hisp,race3m1,race3m2,race3m3,race3m4,birthhisp,chr,relig,born,attend,income,reg,ideo,teapart2,pvote12a,pvote12b,q83,hh1,hh3,lc3,money2,q24vb,q70os,q74avb
100254,20,1,2,R,2,2,1,2,4,4,4,4,4,4,2,2,1,1,1,1,2,2,2,2,1,2,2,2,1,2,,4,2,1,1,4,3,4,3,1,6,,,,,,,1,9,2,2,2,1,,,,,1,1,2,1,2,1,,2,2,3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,99,9,9,9,,,,,,9,,9,10,9,9,9,,,,9,9,3,,"SPYING SUCH AS POLITICAL SPYING, SPYING ON INDIDVUALS IN THE UNITED STATES AND PERSONALLY BARACK OBAMA IS LISTENING TO 1 800 FOR HIMSELF FOR FREE PORNO NUMBERS",,
100255,51,4,3,S,1,1,1,2,4,1,2,3,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,,,,,1,,2,2,1,1,2,1,3,,,,,,,1,2,1,2,1,1,1,1,1,3,,,,,1,2,2,,1,2,2,,,2,,,,,,,,,,,,,,,,1,,,,,,,,1,67,9,2,1,,,,,,1,2,5,9,1,3,2,1,1,1,2,2,2,,,,
100257,19,1,2,R,1,1,2,1,4,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,1,2,1,5,,,2,2,1,3,3,1,1,5,4,,,,,,,,2,2,2,2,1,,,,,1,3,3,3,2,2,,1,1,2,2,,,2,,,,,,,,,,,,,,,,1,,,,,,,,2,62,6,2,1,,,,,,1,2,5,6,1,3,2,1,1,2,2,2,1,,ITS WHATEVER THEY THINK THE NEED TO PROTECT THEIR PEOPLE,,
100259,48,5,3,U,1,1,2,1,4,2,2,4,2,9,1,1,2,2,2,2,1,1,1,1,1,2,2,1,,,,,2,9,1,3,3,2,1,3,4,,,,,,,2,2,2,1,1,1,9,1,2,1,,,,,1,2,1,,2,1,2,,,2,,,,,,,,,,,,,,,,1,,,,,,,,2,69,4,1,1,,,,1,,2,2,2,7,1,5,2,1,1,2,2,2,3,,,,
100262,27,5,2,U,2,1,1,2,4,3,2,4,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,,,,,2,2,2,2,3,2,2,1,5,,,,,,,1,2,1,2,1,1,1,1,1,1,,,,,1,1,2,,1,2,2,,,1,,,,,,,,,,,,,,,,3,,,,,,,,2,78,3,2,1,,,,,,5,,3,10,1,2,3,1,1,1,2,2,2,,,,
100263,24,2,3,S,2,1,2,1,3,2,2,3,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,3,,,2,2,1,3,2,1,1,5,6,7,,,,,,,2,2,2,2,1,,,,,2,2,1,1,2,1,,1,1,2,2,,,2,,,,,,,,,,,,,,,,1,,,,,,,,2,49,5,1,2,,,,1,,12,,4,8,1,4,2,1,1,1,4,3,2,,PERSONAL USE,,
100272,20,1,2,R,2,2,1,2,2,3,3,3,4,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,,,2,2,1,4,3,3,5,1,7,,,,,,,,2,1,1,2,1,,,,,1,2,1,3,2,1,,1,1,1,1,,1,,6,4,2,1,1,2,2,1,2,1,,,,,1,,2,1,2,2,2,1,2,2,57,5,2,1,,,,,,3,1,2,3,1,1,1,1,2,2,1,,,,POLITICAL PURPOSES TO GO AGAINST THE REPUBLICAN PARTY,,
100274,51,3,3,S,1,1,1,1,4,2,2,3,2,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,,,,,1,,1,3,1,2,2,5,,,,,,,,,2,1,1,2,1,,,,,1,1,2,9,2,1,,1,2,1,3,2,,2,,,,,,,,,,,,,,,,1,,,,,,,,1,69,8,2,1,,,,,,1,1,2,8,1,3,2,1,1,9,2,2,2,,,,
100278,42,2,1,S,2,2,9,9,3,4,8,8,3,2,9,2,9,2,2,1,2,2,2,2,1,1,9,9,,,,,2,9,2,4,3,4,1,,1,,,,,,,2,2,2,2,2,1,,,,,1,9,1,9,1,2,,1,1,2,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,2,72,3,2,1,,,,,,1,1,1,1,3,9,3,,,,1,,,,,,
100284,9,3,1,U,2,2,9,2,2,3,2,8,2,9,2,1,1,1,1,2,1,2,1,2,2,9,9,9,,,,,9,,2,3,3,9,5,,,,,,,,,,1,9,2,2,1,,,,,1,1,1,1,2,2,,1,1,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,2,29,8,2,1,,,,,,13,1,9,10,9,9,9,,,,3,2,9,,,,
100292,37,1,3,R,2,1,2,1,4,2,2,4,2,9,1,2,2,2,2,2,1,1,1,1,1,1,1,9,,,,,9,,1,4,3,2,2,4,,,,,,,,2,1,2,2,2,1,2,2,2,2,,,,,9,9,2,,1,1,3,2,,2,,,,,,,,,,,,,,,,1,,,,,,,,1,69,4,2,2,,,,,,10,,5,4,1,4,2,1,1,4,1,,,,,,
100297,47,1,3,R,2,2,1,2,2,3,3,3,2,1,2,1,1,1,1,1,2,2,1,2,1,2,2,2,1,3,8,,2,1,2,4,3,4,1,5,7,,,,,,,,2,2,2,2,1,,,,,2,2,1,1,1,1,,1,2,2,3,1,1,,88,2,2,3,2,2,2,2,2,2,1,3,60,,1,,1,1,3,3,2,3,3,1,70,4,2,1,,,,,,1,1,2,4,1,2,1,1,2,4,2,2,,,WELL I THINK THEY LIKE TO COLLECT INFORMATION ABOUT PEOPLE IN GENERAL ANY TIME THEY GET SOMETHING ON YOU THEY CAN USE THAT IN FUTURE,,SOME OF THEIR IMMIGRATION AND SOME OF THE POLICIES THAT DONT LOOK AT AFRICAN AMERICAN COMMUNITY ENOUGH
100302,25,5,1,U,2,1,2,1,3,2,2,4,3,9,2,1,1,1,1,2,1,1,1,1,1,1,1,2,9,99,,,2,1,2,2,1,2,1,2,9,,,,,,,2,2,2,1,2,1,,,,,1,1,2,9,1,2,,1,1,2,2,,,1,,,,,,,,,,,,,,,,1,,,,,,,,2,82,2,2,2,,,,,,1,2,5,1,1,3,2,1,1,1,4,3,2,,,,
100304,36,1,1,R,1,1,9,9,3,2,2,2,2,3,2,2,2,2,2,2,1,2,1,1,2,1,2,2,1,99,,,2,1,1,3,1,1,5,1,5,7,6,4,3,2,1,,2,1,1,1,1,,,,,1,1,2,1,2,1,,1,1,2,2,,,2,,,,,,,,,,,,,,,,3,,,,,,,,1,43,6,2,1,,,,,,2,2,2,7,1,3,3,1,1,1,4,2,3,,HARD TO TELL. THEY ARE USING THE DATA FOR OTHER THINGS THAN TERRORISM,,
100310,8,3,4,S,2,2,2,2,3,3,2,3,1,2,1,1,2,2,2,1,2,1,1,1,1,1,2,2,1,8,,,1,,2,3,3,3,1,4,3,,,,,,,1,2,2,2,2,1,,,,,3,2,1,1,1,2,,1,2,3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,2,68,3,2,1,,,,,,1,1,1,2,1,2,3,1,1,1,1,,,,PROBABLY CRIMINAL ACTIVITY LIKE DRUG OR SEX TRAFFICING. STUFF LIKE THAT,,
100318,17,5,2,U,2,1,9,1,3,3,2,3,1,1,1,1,2,2,2,2,1,2,9,2,1,2,1,2,1,3,,,2,2,1,3,2,2,3,1,5,,,,,,,2,2,2,2,2,1,,,,,1,1,1,2,2,2,,1,1,2,3,2,,1,,,,,,,,,,,,,,,,2,,,,,,,,1,30,8,2,1,,,,,,2,2,4,7,1,3,2,1,1,2,3,2,2,,SURVEILLANCE,,
100320,30,1,4,R,2,2,9,9,8,8,8,8,2,1,9,9,9,9,2,9,9,9,9,2,1,2,2,9,,,,,9,,1,3,3,4,5,,,,,,,,,,2,9,1,2,1,,,,,2,3,2,3,2,1,,2,1,9,3,1,9,,99,5,5,8,5,5,5,2,1,9,,,,,1,,2,1,3,9,9,3,9,1,20,3,2,1,,,,,,13,1,1,6,3,3,1,,,,3,3,1,,,,
100323,5,1,3,R,2,2,1,2,2,4,4,2,4,2,2,1,1,1,1,1,2,2,2,2,1,2,9,2,1,2,,,9,,2,4,3,4,1,2,7,,,,,,,2,9,2,2,2,1,,,,,2,2,1,1,1,2,,1,2,3,1,,1,,10,2,1,3,1,8,3,1,2,2,1,11,18,,1,,2,1,3,3,2,2,3,1,75,4,2,1,,,,,,1,1,1,3,1,2,1,1,2,3,2,2,3,,"THEY'RE MOST UNDERHANDED ADMINISTRATION SINCE BILL CLINTON, IT'S TERRIBLE WAY THAT THEIR RUNNING OVER EVERYBODY, TRYING TO DELETE THE CONSTITUTION",,"FOREIGN POLICY, STRONG SECURITY, DONT NEED TO GO AROUND APOLOGIZING HAS DONE DEFENDING OUR COUNTRY LIKE OUR CURRENT PRESIDENT HAS, NEED STRONG MILITARY LIKE YEARS AGO"
100329,39,3,2,S,2,2,1,2,2,4,2,4,2,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,9,99,,,2,1,2,4,3,3,1,5,7,,,,,,,,2,2,2,2,1,2,2,2,2,,,,,2,1,1,,2,2,1,,1,,99,1,3,2,3,5,1,1,1,1,,,,,1,,2,2,2,2,2,2,3,2,51,4,2,1,,,,,,2,2,4,10,1,1,1,1,2,1,4,3,1,,,,
100332,26,1,2,R,2,2,1,2,3,3,2,4,2,1,1,2,2,2,2,1,1,2,2,1,1,2,2,9,,,,,2,2,2,3,3,4,1,2,1,5,8,,,,,2,1,2,2,2,1,,,,,1,2,1,1,1,2,,1,1,2,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,2,63,6,2,1,,,,,,2,2,2,6,1,3,3,1,2,1,2,2,2,,,,
100334,28,2,3,S,1,1,2,2,4,1,1,3,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,9,,,9,,1,3,2,4,1,6,1,8,,,,,,1,2,1,1,2,1,1,1,1,1,,,,,2,1,1,,1,3,3,2,,9,,,,,,,,,,,,,,,,2,,,,,,,,2,62,3,2,1,5,,,,,13,1,6,2,1,9,3,2,,4,2,2,3,,VARIOUS MARKETING THEY HAVE HEAVY POCKETS,,
100336,36,5,1,U,1,1,2,1,4,2,3,3,3,1,2,2,2,2,2,2,1,1,1,1,2,2,1,9,,,,,9,,2,2,1,3,1,2,5,4,,,,,,2,2,1,1,1,1,1,2,2,1,,,,,2,1,2,,1,3,2,,,2,,,,,,,,,,,,,,,,3,,,,,,,,2,75,6,2,2,,,,,,1,2,1,4,1,4,2,1,1,1,1,,,,,,
100343,45,2,3,S,2,2,9,2,1,2,3,4,4,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,4,,,2,2,2,4,3,2,5,1,3,,,,,,,,1,2,2,2,1,,,,,2,2,1,1,1,1,,1,2,2,1,,2,,1,2,3,2,2,3,2,2,2,2,1,98,,,2,,2,2,2,2,2,2,2,1,52,4,2,1,,,,,,13,1,6,5,1,2,3,1,2,4,2,2,2,,TO TRY AND FIND OUT MORE ABOUT HOW TO CONTROL AMERICAN PEOPLE,,THE WAY THE DISAGREE
100346,30,1,4,R,2,2,2,1,1,4,4,4,1,2,2,1,1,1,1,1,2,2,2,2,3,1,1,9,,,,,2,2,2,4,3,3,1,2,7,,,,,,,2,2,2,2,2,1,2,2,2,3,,,,,1,1,2,,2,2,1,,1,,99,5,5,5,5,5,5,5,1,1,,,,,9,,1,2,3,9,3,3,3,2,58,4,2,1,,,,,,12,,6,2,1,5,3,1,2,4,2,2,2,,,,
100347,36,4,1,S,2,2,9,2,2,4,3,3,2,9,2,1,1,9,1,1,2,2,1,2,2,2,2,2,9,99,,,2,2,2,4,3,2,1,3,2,,,,,,,2,2,2,2,2,1,1,2,1,3,,,,,1,2,2,,1,3,1,,2,,88,2,8,2,8,8,5,2,2,1,,,,,3,,1,1,3,3,9,2,1,2,90,4,2,1,,,,,,1,2,5,2,1,3,1,1,2,1,1,,,,,,
100348,55,5,2,U,2,1,2,1,3,8,2,3,2,1,1,1,2,2,2,2,1,9,9,1,1,2,2,2,9,99,,,2,2,1,3,1,2,1,2,8,,,,,,,1,2,2,2,2,1,1,3,3,1,,,,,9,2,2,,1,1,3,2,,9,,,,,,,,,,,,,,,,9,,,,,,,,2,70,7,2,1,,,,,,2,2,2,4,1,3,2,1,1,1,1,,,,,,
100351,49,2,4,S,2,2,2,2,3,3,2,3,2,2,1,2,2,2,1,1,2,2,2,1,2,1,2,1,,,,,9,,2,3,2,2,1,3,3,,,,,,,1,2,2,1,2,1,3,2,2,3,,,,,1,1,2,,1,2,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,2,55,3,2,1,,,,,,3,2,5,6,1,3,3,1,2,2,2,2,2,,,,
100354,5,1,3,U,2,2,9,2,3,3,3,4,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,2,1,97,,,2,2,2,4,3,4,1,2,1,2,,,,,,2,2,2,1,2,1,,,,,1,1,2,9,1,9,,1,1,3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,2,71,3,2,1,5,,,,,1,1,1,10,1,2,3,1,2,1,2,2,3,,KEEPING PEOPLE FROM FEDERAL ID NUMBERS,,
100355,47,4,3,S,2,2,1,2,3,4,3,4,3,1,2,1,1,1,1,1,2,2,2,2,1,2,1,2,1,3,4,,2,9,1,3,2,3,3,2,,,,,,,,2,2,2,2,1,1,,,,,1,2,1,1,2,2,,1,2,3,3,1,1,,88,2,2,3,2,2,2,2,1,1,,,,,3,,1,2,2,3,2,2,3,1,69,6,2,1,,,,,,1,1,1,7,1,2,1,1,2,1,2,2,3,,TRYING TO FIND OUT WHAT PEOPLE ARE DOING OR WHAT THEYRE THINKING AND THEY SHOULDNT BE USING FOR ANYTHING JUST FOR TERRORISM,THEY DONT HAVE A LEADER,
100356,48,3,3,U,2,1,2,1,4,1,3,4,3,2,1,2,2,2,1,2,2,1,1,1,1,1,2,2,1,5,,,2,1,2,3,1,4,1,4,8,,,,,,,2,2,2,1,1,1,1,2,1,1,,,,,2,1,1,,1,2,2,,,2,,,,,,,,,,,,,,,,2,,,,,,,,2,65,3,1,7,,,,3,,2,2,1,2,1,2,3,1,1,1,2,2,2,,OTHER ACTS OF TERROR,,
100357,37,4,3,U,2,1,2,1,4,2,3,4,2,1,1,2,2,2,2,2,2,1,1,1,1,2,2,1,,,,,1,,1,3,2,1,1,2,6,5,,,,,,1,9,2,2,2,1,2,2,1,1,,,,,2,1,2,,3,1,2,,,1,,,,,,,,,,,,,,,,1,,,,,,,,2,71,8,2,1,,,,,,1,2,5,9,1,5,2,1,1,1,2,2,2,,,,
100359,42,4,1,S,2,2,1,2,2,4,3,2,2,1,2,1,1,1,1,1,2,2,2,2,1,2,9,2,1,3,4,,2,2,2,4,3,2,1,3,7,,,,,,,2,2,2,2,2,1,2,2,2,2,,,,,1,1,2,,2,2,1,,1,,10,2,1,2,1,2,2,2,2,2,1,98,,,1,,2,1,3,3,3,9,3,2,80,3,2,1,,,,,,1,2,4,2,1,2,1,1,2,1,1,,,,I THINK TO FIND OUT MORE ABOUT PEOPLE AND WHAT THINGS THAT THEY NEED TO KNOW,,I THINK THEY NEED TO COME BACK MORE WHEN THERE...THEY SEEM TO NEED TO NOT SAY WHAT THEY FEEL AND THEY NEED TO COME AND ADDRESS IT
100374,19,2,2,U,2,2,1,2,4,3,3,3,3,1,1,1,1,2,2,2,2,2,2,1,1,1,9,1,,,,,1,,1,3,3,2,1,2,9,,,,,,,2,9,2,2,2,1,2,2,1,2,,,,,1,2,2,,3,3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,73,4,2,1,,,,,,2,2,2,10,1,3,2,1,9,3,2,2,3,,,,
100379,11,5,3,U,2,1,2,1,4,1,4,3,3,1,1,2,2,2,2,2,1,1,1,1,1,1,2,1,,,,,1,,2,4,2,1,5,1,5,,,,,,,,2,2,2,2,1,1,2,1,2,,,,,1,1,1,,2,1,2,,,1,,,,,,,,,,,,,,,,1,,,,,,,,2,52,6,2,2,,,,,,1,2,3,6,1,4,2,1,1,1,2,2,1,,,,
100382,21,1,3,R,2,2,2,9,4,2,3,3,3,1,2,1,9,1,2,1,1,2,1,1,2,1,2,1,,,,,2,2,1,4,3,3,2,1,7,,,,,,,1,2,2,1,2,1,,,,,1,1,9,2,1,1,,2,2,3,2,,,9,,,,,,,,,,,,,,,,3,,,,,,,,1,68,2,2,1,,,,,,12,,3,2,1,5,3,2,,2,2,2,,,,,
100386,42,2,1,S,2,2,1,2,9,4,4,4,4,1,2,9,1,1,1,1,2,2,2,2,1,2,2,2,1,4,,,2,1,1,4,9,3,5,3,,,,,,,,,2,2,2,2,1,2,2,2,2,,,,,2,2,9,,2,3,1,,1,,7,3,1,4,4,1,1,1,2,1,,,,,1,,9,2,2,9,9,9,3,2,72,3,2,1,,,,,,1,1,1,4,1,1,1,1,2,1,2,2,3,,TO GET INVOLVED WITH OUR LIVES,,
100390,36,3,1,S,2,9,2,2,3,2,2,3,4,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,9,99,,,2,1,1,2,1,2,5,1,5,2,,,,,,,2,2,1,2,1,2,1,2,3,,,,,2,1,9,,2,1,3,2,,2,,,,,,,,,,,,,,,,2,,,,,,,,1,57,8,2,1,,,,,,12,,6,9,1,3,2,1,1,3,4,2,2,,,,
100393,20,1,2,R,2,2,9,2,3,4,3,3,2,1,2,1,1,1,1,1,1,2,2,2,2,2,9,2,1,1,,,2,9,2,3,3,4,3,1,1,,,,,,,1,2,2,2,2,1,2,2,2,2,,,,,1,2,2,,9,1,4,1,9,,99,8,8,8,8,8,8,8,2,1,,,,,1,,9,2,2,1,1,2,3,1,60,2,2,1,,,,,,1,2,2,4,1,2,1,1,9,2,1,,,,COLLECTING INFORMATION ON CERTAIN PEOPLE (MOSTLY AMERICANS),,
100403,48,2,3,S,2,1,2,1,3,2,3,4,2,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1,7,,,2,2,2,2,1,2,5,,,,,,,,,,1,2,2,2,1,,,,,1,1,1,3,2,1,,1,1,2,3,2,,2,,,,,,,,,,,,,,,,2,,,,,,,,2,24,2,2,1,,,,,,10,,4,3,3,3,2,,,,1,,,,TRYING TO CLASSIFIED PEOPLE INTO DIFFERENT INTEREST GROUPS POSSIBILITY OF EXTREME GROUPS INTO MARSHALL LAW,,
100406,27,1,2,R,2,2,1,2,2,3,8,3,3,1,1,1,1,1,1,2,1,1,1,1,2,2,9,2,1,2,,,9,,1,3,3,3,1,,3,,,,,,,1,2,2,2,2,1,,,,,1,2,1,1,2,2,,1,2,3,1,,1,,99,2,8,2,1,8,2,2,2,2,1,1,,,1,,1,1,2,1,2,2,3,1,79,4,2,1,,,,,,1,2,2,10,1,2,3,1,2,2,2,2,2,,POLITICAL AGENDA,,ABORTION FOR ONE I GUESS
100412,49,4,4,S,1,1,2,1,2,3,1,2,2,1,2,1,1,1,1,2,2,2,1,2,3,1,1,2,9,99,,,2,9,2,3,1,2,5,,,,,,,,,,2,2,2,2,1,1,3,2,1,,,,,1,1,2,,1,2,3,1,1,,99,2,3,5,5,2,2,3,1,2,9,99,,,2,,1,1,2,1,1,3,3,2,18,3,9,1,,,,,,3,2,2,2,1,3,3,2,,4,7,3,3,,,,
100423,8,3,4,S,2,2,1,2,2,4,3,3,3,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,,,2,1,2,4,3,1,1,,4,,,,,,,1,2,2,2,2,1,2,2,2,2,,,,,1,1,2,,2,3,3,1,1,,99,4,3,1,8,5,4,3,2,2,1,1,,,2,,2,2,2,1,1,1,1,2,63,4,2,1,,,,,,1,2,6,7,1,2,3,1,2,4,1,,,,I THINK THEY NOSEY AND THAT THEY ARE STICKING NOSE IN OTHER PEOPLE BUSINESS WHERE IT DOES NOT NEED TO BE STUCK.,,ABORTION
100424,13,1,3,R,2,2,1,2,2,4,4,3,2,2,2,1,1,1,1,1,2,1,1,2,1,2,2,2,1,1,,,9,,2,3,3,3,1,5,4,,,,,,,,2,2,2,2,1,2,2,2,1,,,,,1,2,9,,2,3,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,2,50,4,2,1,,,,,,1,1,1,10,1,2,3,1,9,2,3,3,2,,THEY ONLY KNOW THAT. POSSIBLY TARGET CERTIAN GROUPS,,
100425,8,3,4,U,2,2,1,2,3,4,3,2,4,2,2,2,1,1,1,1,2,2,2,2,1,2,1,2,1,2,,,2,1,1,4,3,3,3,5,,,,,,,,,1,2,2,2,1,,,,,2,2,1,1,2,1,,1,2,3,3,1,1,,88,3,8,4,3,1,2,2,2,2,1,7,3,97,1,,2,2,2,2,2,2,2,1,58,4,2,1,,,,,,1,1,5,4,1,1,1,1,2,1,2,2,2,,TO HARASS AND INTIMIDATE DISADENCES ( PEOPLE WHO DISAGREE WITH THE ADMINSTRATION ).,,"PRETTY MUCH EVERYTHING. TAXES, IMMIGRATION, THIS WHOLE SPYING THING, EDUCATION, WELFARE. ABORTION AND GAY MARRIAGE IS NOT THAT BIG OF A DEAL."
100434,55,3,2,S,1,2,1,2,3,3,3,4,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,8,,,1,,1,3,1,2,1,5,5,,,,,,,,2,2,2,2,1,,,,,1,3,1,3,2,1,,1,2,1,3,2,,2,,,,,,,,,,,,,,,,1,,,,,,,,1,49,6,2,1,,,,,,9,,6,8,1,3,2,1,3,4,1,,,,POLITICAL GENERAL CRIMES.,,
100436,8,1,4,R,2,2,2,1,3,3,3,3,3,1,2,2,1,2,1,1,2,1,2,2,1,2,2,2,1,2,,,2,2,1,3,3,4,5,2,,,,,,,,,2,2,2,2,1,,,,,1,2,1,1,9,2,,1,2,3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,58,6,2,1,,,,,,1,1,6,2,1,1,2,2,,2,1,,,,THEYRE OUT THERE LISTENING TO EVERYONES PHONE CALLS FROM CHINA TO BRAZIL. BUSINESS AND POLITICAL MEANS. SCREWING UP DONT KNOW WHAT THEYRE ABOUT. CONCERNS YOU.,,
100439,30,1,4,R,2,2,1,2,2,3,2,2,3,2,2,1,1,1,1,2,2,9,9,1,2,2,9,2,1,99,,,9,,9,3,2,9,1,4,7,1,,,,,,2,1,2,2,2,1,2,9,2,3,,,,,1,2,2,,1,2,3,1,1,,88,2,9,2,2,2,1,1,9,1,,,,,1,,2,2,2,3,3,9,3,2,77,6,2,5,,,,,,1,9,2,8,1,2,1,1,2,1,2,2,3,,WHO KNOWS; NO ONE KNOWS,NO REAL LEADER RIGHT NOW,
100441,13,2,3,S,2,9,9,2,4,3,4,4,2,1,1,9,2,2,2,2,1,1,1,1,2,2,2,2,9,99,,,9,,2,3,1,9,2,,,,,,,,,1,2,2,2,2,1,2,2,9,9,,,,,1,1,1,,9,2,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,2,65,4,2,1,,,,,,1,1,4,3,1,1,3,2,,2,2,2,3,,,,
100443,48,5,3,S,2,2,1,2,2,4,2,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,,,2,2,1,4,3,9,3,1,7,5,6,2,,,,2,2,2,2,2,1,,,,,2,2,1,1,2,1,,2,2,3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,59,4,9,5,,,,,,9,,5,6,1,3,1,1,9,2,3,3,1,,NOSEY,,
100446,21,1,3,R,2,1,9,1,3,3,2,4,1,4,2,1,9,2,2,2,1,1,9,9,2,1,9,1,,,,,1,,2,3,1,2,2,1,4,,,,,,,1,2,1,9,1,1,1,1,1,1,,,,,1,2,2,,9,2,4,2,,2,,,,,,,,,,,,,,,,9,,,,,,,,2,78,6,2,1,,,,,,1,2,2,4,1,3,2,1,1,1,1,,,,,,
100448,21,1,3,R,1,1,9,9,3,1,2,2,2,9,1,2,9,2,2,9,1,1,1,1,3,9,9,9,,,,,9,,9,3,3,4,6,,,,,,,,,2,9,2,2,2,1,2,2,2,2,,,,,1,1,2,,2,2,2,,,1,,,,,,,,,,,,,,,,3,,,,,,,,2,66,4,2,1,,,,,,1,1,4,2,2,2,3,,,,2,2,2,,,,
100453,36,4,1,S,2,2,1,1,2,3,3,3,2,3,2,1,1,1,1,1,2,1,2,1,2,1,1,2,1,3,,,2,2,2,4,3,3,1,5,7,,,,,,,,1,2,2,2,1,,,,,1,2,2,1,1,2,,1,1,2,4,1,2,,99,2,8,2,2,8,8,2,2,1,,,,,3,,2,1,3,3,3,3,3,2,99,5,2,1,,,,,,12,,3,6,1,2,1,1,9,2,2,2,3,,ANYTHING THEY HAPPEN TO FIND,,
100455,17,1,2,R,2,2,1,9,4,4,4,4,3,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,3,,,1,,2,3,9,3,2,1,5,,,,,,,2,9,2,2,2,1,,,,,2,2,3,2,1,1,,1,1,2,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,83,4,2,1,,,,,,1,1,2,2,1,3,3,1,3,1,1,,,,FOR THEIR OWN BENEFIT,,
100456,27,1,2,R,1,1,2,1,4,2,2,3,2,9,1,9,2,2,2,2,1,1,1,1,9,1,1,1,,,,,2,2,1,9,3,4,3,1,3,,,,,,,1,2,1,2,2,1,1,1,1,1,,,,,2,2,2,,1,3,2,,,1,,,,,,,,,,,,,,,,1,,,,,,,,2,60,8,2,1,,,,,,2,2,2,6,1,4,2,1,1,4,1,,,,,,
100460,39,5,2,U,2,2,9,9,2,3,2,2,4,2,2,1,9,1,1,2,2,9,1,9,2,1,9,2,1,6,,,9,,2,3,1,9,1,2,4,,,,,,,1,9,2,2,2,1,2,2,2,2,,,,,9,9,2,,2,2,1,,1,,99,9,5,5,5,5,5,5,2,1,,,,,1,,2,1,2,2,2,2,3,1,84,4,2,1,,,,,,1,2,3,4,1,2,3,1,2,2,5,2,1,,WHATEVER THEY WANT TO AND WHENEVER THEY WANT TO,,
100462,30,1,4,R,9,1,2,1,4,2,2,4,1,9,1,9,2,2,2,2,9,1,9,1,1,1,2,1,,,,,1,,2,3,2,1,1,2,3,8,,,,,,1,2,2,2,2,1,2,2,1,1,,,,,1,2,1,,1,1,2,,,1,,,,,,,,,,,,,,,,3,,,,,,,,2,79,6,2,1,,,,,,12,,5,3,1,4,2,1,1,1,1,,,,,,
100468,48,5,3,U,2,1,2,1,3,2,3,3,2,4,1,1,9,2,2,2,1,1,1,9,1,9,1,1,,,,,2,9,1,3,1,2,1,5,9,,,,,,,,2,1,1,1,1,,,,,1,1,2,3,2,1,,1,1,1,2,,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,99,8,2,2,,,,,,1,2,3,6,1,4,2,1,1,1,2,2,2,,,,
100471,12,4,3,S,1,1,2,1,4,2,2,3,2,1,1,1,9,2,2,2,1,9,1,1,1,2,2,9,,,,,9,,9,2,2,1,2,5,,,,,,,,,2,9,9,2,1,3,1,3,1,,,,,2,2,2,,1,2,3,2,,3,,,,,,,,,,,,,,,,2,,,,,,,,2,76,8,2,2,1,,,,,1,2,3,8,1,4,2,1,1,9,2,2,3,,,,
